Model_name,Model_link,Model_experiment_details,Average_open_llm_score ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Not Available on HF,Model sha,Flagged,MoE,Average_llm_safety_score ⬆️,Non-toxicity,Non-Stereotype,AdvGLUE++,OoD,Adv Demo,Privacy,Ethics,Fairness,Experiment 🧪,Prefill (s),Decode (tokens/s),Memory (MB),Energy (tokens/kWh),chatbot_arena_rank ⬆️,Arena Elo,chatbot_arena_votes,Knowledge Cutoff,No Efficiency Data,No Safety Data,No Arena Data
cyberagent/calm2-7b-chat-dpo-experimental,https://huggingface.co/cyberagent/calm2-7b-chat-dpo-experimental,https://huggingface.co/datasets/open-llm-leaderboard/details_cyberagent__calm2-7b-chat-dpo-experimental,44.03,41.04,68.99,39.82,43.13,65.67,5.53,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,True,cc-by-4.0,7.0,16.0,False,d55a77e9843b4c3848f4e82a4bc303d5a9ec47ff,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cyberagent/open-calm-7b,https://huggingface.co/cyberagent/open-calm-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_cyberagent__open-calm-7b,28.21,20.48,30.65,25.22,44.15,48.54,0.23,🔶 fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,Original,float16,True,cc-by-sa-4.0,7.0,199.0,False,276a5fb67510554e11ef191a2da44c919acccdf5,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cyberagent/open-calm-large,https://huggingface.co/cyberagent/open-calm-large,https://huggingface.co/datasets/open-llm-leaderboard/details_cyberagent__open-calm-large,28.88,20.73,29.56,25.23,46.52,51.14,0.08,🟢 pretrained,GPTNeoXForCausalLM,Original,float16,True,cc-by-sa-4.0,0.0,9.0,False,f9b7a3222967b15169a09bcc86b118ac68a1ad62,True,True,,,,,,,,,,,,,,,,,,,True,True,True
daekeun-ml/phi-2-ko-v0.1,https://huggingface.co/daekeun-ml/phi-2-ko-v0.1,https://huggingface.co/datasets/open-llm-leaderboard/details_daekeun-ml__phi-2-ko-v0.1,32.16,30.72,37.26,27.34,43.64,52.72,1.29,🟩 continuously pretrained,PhiForCausalLM,Original,float16,True,cc-by-sa-3.0,2.0,21.0,False,5c366413d429ce7c72ca34fac94db6651d9e8b80,True,True,,,,,,,,,,,,,,,,,,,True,True,True
daekeun-ml/phi-2-upscaled-4B-instruct-v0.1,https://huggingface.co/daekeun-ml/phi-2-upscaled-4B-instruct-v0.1,https://huggingface.co/datasets/open-llm-leaderboard/details_daekeun-ml__phi-2-upscaled-4B-instruct-v0.1,28.45,22.95,28.68,26.8,40.92,50.59,0.76,🔶 fine-tuned on domain-specific datasets,PhiForCausalLM,Original,float16,True,apache-2.0,4.0,3.0,False,7647fcf7c3aa98a04a86a65e2f774ec670994b07,True,True,,,,,,,,,,,,,,,,,,,True,True,True
damerajee/Gaja-v1.00,https://huggingface.co/damerajee/Gaja-v1.00,https://huggingface.co/datasets/open-llm-leaderboard/details_damerajee__Gaja-v1.00,47.69,52.82,76.31,40.83,44.64,70.64,0.91,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,True,llama2,6.0,0.0,False,c5583d6a15a238e6d28c889ab00bf659afd47ef3,True,True,,,,,,,,,,,,,,,,,,,True,True,True
damerajee/Gaja-v2.00,https://huggingface.co/damerajee/Gaja-v2.00,https://huggingface.co/datasets/open-llm-leaderboard/details_damerajee__Gaja-v2.00,46.98,51.79,75.79,40.69,41.5,71.9,0.23,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,llama2,6.0,1.0,False,a32aaae72fae89719bb3f0f00350d9fa8a3b37cd,True,True,,,,,,,,,,,,,,,,,,,True,True,True
damerajee/Gaja-v2.00-dpo,https://huggingface.co/damerajee/Gaja-v2.00-dpo,https://huggingface.co/datasets/open-llm-leaderboard/details_damerajee__Gaja-v2.00-dpo,46.91,51.71,75.87,40.79,41.29,71.59,0.23,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,True,llama2,6.0,0.0,False,00fc1c19e31ae84eda0979468ed4a8ae31d5516d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
damerajee/Gaja-vv1,https://huggingface.co/damerajee/Gaja-vv1,https://huggingface.co/datasets/open-llm-leaderboard/details_damerajee__Gaja-vv1,47.02,51.54,75.49,39.94,42.32,71.98,0.83,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,llama2,6.0,0.0,False,2fda9f5ba3f3d89420ccf442446cf6d442d6cefd,True,True,,,,,,,,,,,,,,,,,,,True,True,True
damerajee/Oot-v2_lll,https://huggingface.co/damerajee/Oot-v2_lll,https://huggingface.co/datasets/open-llm-leaderboard/details_damerajee__Oot-v2_lll,72.73,69.28,86.6,64.96,62.57,80.82,72.18,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,0.0,False,3d4a013ad5763822280ca13e804d52c432e4fc0f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
danielhanchen/open_llama_3b_600bt_preview,https://huggingface.co/danielhanchen/open_llama_3b_600bt_preview,https://huggingface.co/datasets/open-llm-leaderboard/details_danielhanchen__open_llama_3b_600bt_preview,36.65,36.86,59.96,25.97,32.81,63.69,0.61,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,apache-2.0,3.0,0.0,False,d8fddf7651dfcae5aefda59d9e868c9111d8bdb3,True,True,,,,,,,,,,,,,,,,,,,True,True,True
danielpark/gorani-100k-llama2-13b-instruct,https://huggingface.co/danielpark/gorani-100k-llama2-13b-instruct,https://huggingface.co/datasets/open-llm-leaderboard/details_danielpark__gorani-100k-llama2-13b-instruct,29.69,28.07,26.3,25.17,48.96,49.64,0.0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,not available,13.0,2.0,True,f7d38ee654e505ad7a454f192d5e3d85cb60b3b8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
danyoung/billie,https://huggingface.co/danyoung/billie,https://huggingface.co/datasets/open-llm-leaderboard/details_danyoung__billie,72.32,67.24,86.33,64.71,61.3,81.53,72.78,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,0.0,False,e4c3688fb0e72e7c490375649c04a254d9ac3aed,True,True,,,,,,,,,,,,,,,,,,,True,True,True
databricks/dbrx-base,https://huggingface.co/databricks/dbrx-base,https://huggingface.co/datasets/open-llm-leaderboard/details_databricks__dbrx-base,71.9,66.04,89.0,74.7,55.07,78.06,68.54,🟢 pretrained,Unknown,Original,bfloat16,True,other,131.0,542.0,False,8c2724d4715132a4a6f3e520cd2b6c6189848c11,True,False,,,,,,,,,,,,,,,,,,,True,True,True
databricks/dolly-v2-12b,https://huggingface.co/databricks/dolly-v2-12b,https://huggingface.co/datasets/open-llm-leaderboard/details_databricks__dolly-v2-12b,39.46,42.41,72.53,25.92,33.83,60.85,1.21,🔶 fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,Original,float16,True,mit,12.0,1939.0,False,19308160448536e378e3db21a73a751579ee7fdd,True,True,,,,,,,,,,,,,,,98.0,828.0,3666.0,2023/4,True,True,False
databricks/dolly-v2-7b,https://huggingface.co/databricks/dolly-v2-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_databricks__dolly-v2-7b,39.24,44.54,69.64,25.18,34.88,60.06,1.14,🔶 fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,Original,float16,True,mit,7.0,146.0,False,d632f0c8b75b1ae5b26b250d25bfba4e99cb7c6f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
davanstrien/TinyLlama-1.1B-Chat-v1.0-intel-dpo,https://huggingface.co/davanstrien/TinyLlama-1.1B-Chat-v1.0-intel-dpo,https://huggingface.co/datasets/open-llm-leaderboard/details_davanstrien__TinyLlama-1.1B-Chat-v1.0-intel-dpo,37.09,35.84,61.29,25.05,37.38,61.01,1.97,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,True,apache-2.0,1.0,0.0,False,da2b792b7edf3d30b6e8ed05ebc8e9bbde442b5c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
davidkim205/Rhea-72b-v0.2,https://huggingface.co/davidkim205/Rhea-72b-v0.2,https://huggingface.co/datasets/open-llm-leaderboard/details_davidkim205__Rhea-72b-v0.2,80.95,77.56,90.84,77.98,74.5,86.35,78.47,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,apache-2.0,72.0,0.0,True,c51bcf1a3dc3c5e512e805f52d5e15384d798ba7,True,True,,,,,,,,,,,,,,,,,,,True,True,True
davidkim205/Rhea-72b-v0.3,https://huggingface.co/davidkim205/Rhea-72b-v0.3,https://huggingface.co/datasets/open-llm-leaderboard/details_davidkim205__Rhea-72b-v0.3,80.85,76.79,89.98,77.47,75.93,85.08,79.83,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,apache-2.0,72.0,0.0,True,7db39c93177958d94ebc3b719f8bfc75826b345e,True,True,,,,,,,,,,,,,,,,,,,True,True,True
davidkim205/Rhea-72b-v0.4,https://huggingface.co/davidkim205/Rhea-72b-v0.4,https://huggingface.co/datasets/open-llm-leaderboard/details_davidkim205__Rhea-72b-v0.4,81.09,78.5,90.75,78.01,73.91,86.74,78.62,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,apache-2.0,72.0,0.0,True,5502123c46485914a580d6794eeb5fb3554b46aa,True,True,,,,,,,,,,,,,,,,,,,True,True,True
davidkim205/Rhea-72b-v0.5,https://huggingface.co/davidkim205/Rhea-72b-v0.5,https://huggingface.co/datasets/open-llm-leaderboard/details_davidkim205__Rhea-72b-v0.5,81.22,79.78,91.15,77.95,74.5,87.85,76.12,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,apache-2.0,72.0,103.0,False,fda5cf998a0f2d89b53b5fa490793e3e50bb8239,True,True,,,,,,,,,,,,,,,,,,,True,True,True
davzoku/cria-llama2-7b-v1.3,https://huggingface.co/davzoku/cria-llama2-7b-v1.3,https://huggingface.co/datasets/open-llm-leaderboard/details_davzoku__cria-llama2-7b-v1.3,50.93,52.73,78.58,48.3,45.58,71.9,8.49,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,llama2,7.0,2.0,False,163a5bec7b6f5aaa4667aa6a95746deff50ceab1,True,True,,,,,,,,,,,,,,,,,,,True,True,True
davzoku/cria-llama2-7b-v1.3_peft,https://huggingface.co/davzoku/cria-llama2-7b-v1.3_peft,https://huggingface.co/datasets/open-llm-leaderboard/details_davzoku__cria-llama2-7b-v1.3_peft,49.72,51.45,77.35,46.47,45.52,70.8,6.75,"💬 chat models (RLHF, DPO, IFT, ...)",?,Adapter,4bit,True,llama2,7.0,0.0,True,6864fa8ee43fa4d6b4f3ae055bbf464a5dcca570,True,True,,,,,,,,,,,,,,,,,,,True,True,True
davzoku/frankencria-llama2-11b-v1.3-m.1,https://huggingface.co/davzoku/frankencria-llama2-11b-v1.3-m.1,https://huggingface.co/datasets/open-llm-leaderboard/details_davzoku__frankencria-llama2-11b-v1.3-m.1,51.96,52.82,77.5,48.0,46.87,71.59,15.01,🤝 base merges and moerges,LlamaForCausalLM,Original,bfloat16,False,llama2,9.0,0.0,False,b528d28472ee973165ca216337e66207a0d7c6e3,True,True,,,,,,,,,,,,,,,,,,,True,True,True
davzoku/frankencria-llama2-12.5b-v1.3-m.2,https://huggingface.co/davzoku/frankencria-llama2-12.5b-v1.3-m.2,https://huggingface.co/datasets/open-llm-leaderboard/details_davzoku__frankencria-llama2-12.5b-v1.3-m.2,50.72,55.03,79.17,46.16,50.31,70.24,3.41,🤝 base merges and moerges,LlamaForCausalLM,Original,bfloat16,False,llama2,12.0,0.0,False,b51db8ade612c1fe6979f4075310077b777e787c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dawn17/MaidStarling-2x7B-base,https://huggingface.co/dawn17/MaidStarling-2x7B-base,https://huggingface.co/datasets/open-llm-leaderboard/details_dawn17__MaidStarling-2x7B-base,70.76,68.43,86.28,65.17,60.34,78.93,65.43,🤝 base merges and moerges,MixtralForCausalLM,Original,bfloat16,True,apache-2.0,12.0,0.0,False,3a9303d3b981cbe31e0045dd153c4aa4c8fdb0ef,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dawn17/MistarlingMaid-2x7B-base,https://huggingface.co/dawn17/MistarlingMaid-2x7B-base,https://huggingface.co/datasets/open-llm-leaderboard/details_dawn17__MistarlingMaid-2x7B-base,68.01,67.49,84.76,62.62,58.93,78.22,56.03,🤝 base merges and moerges,MixtralForCausalLM,Original,bfloat16,True,apache-2.0,12.0,0.0,False,4a1ae6d9f24a05fa10b45ec1e7fe867fb8e88ea5,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dawn17/StarlingMaid-2x7B-base,https://huggingface.co/dawn17/StarlingMaid-2x7B-base,https://huggingface.co/datasets/open-llm-leaderboard/details_dawn17__StarlingMaid-2x7B-base,70.2,67.15,85.0,65.36,57.98,79.79,65.88,🤝 base merges and moerges,MixtralForCausalLM,Original,bfloat16,True,apache-2.0,12.0,1.0,False,570b4bcfb8e953e5b024bb7968aa604e127f3879,True,True,,,,,,,,,,,,,,,,,,,True,True,True
daxiongshu/Pluto_24B_DPO_63,https://huggingface.co/daxiongshu/Pluto_24B_DPO_63,https://huggingface.co/datasets/open-llm-leaderboard/details_daxiongshu__Pluto_24B_DPO_63,75.63,73.98,88.17,64.49,79.36,81.69,66.11,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,float16,True,apache-2.0,12.0,1.0,False,72f6e05eddabe6f3fa8891c99c4ba02aa60158c1,True,False,,,,,,,,,,,,,,,,,,,True,True,True
dball/zephyr-7b-dpo-qlora,https://huggingface.co/dball/zephyr-7b-dpo-qlora,https://huggingface.co/datasets/open-llm-leaderboard/details_dball__zephyr-7b-dpo-qlora,61.27,63.82,84.92,62.28,44.03,78.61,33.97,"💬 chat models (RLHF, DPO, IFT, ...)",?,Adapter,4bit,True,apache-2.0,7.0,0.0,False,8fef86af4ca1c140559450cace2fd1839f979020,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dball/zephyr-7b-dpo-qlora-no-sft,https://huggingface.co/dball/zephyr-7b-dpo-qlora-no-sft,https://huggingface.co/datasets/open-llm-leaderboard/details_dball__zephyr-7b-dpo-qlora-no-sft,62.67,62.46,84.5,64.02,44.25,79.16,41.62,"💬 chat models (RLHF, DPO, IFT, ...)",?,Adapter,bfloat16,True,apache-2.0,7.0,0.0,False,571698d74a5b4445015cb9c4a3dbe655e96cfcab,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dball/zephyr-7b-sft-qlora,https://huggingface.co/dball/zephyr-7b-sft-qlora,https://huggingface.co/datasets/open-llm-leaderboard/details_dball__zephyr-7b-sft-qlora,59.8,59.73,82.49,61.9,42.32,78.22,34.12,🔶 fine-tuned on domain-specific datasets,?,Adapter,bfloat16,True,apache-2.0,7.0,0.0,False,ffcebbaaabb14ac25326c6385327f73785ec4a95,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dball/zephyr-tiny-dpo-qlora,https://huggingface.co/dball/zephyr-tiny-dpo-qlora,https://huggingface.co/datasets/open-llm-leaderboard/details_dball__zephyr-tiny-dpo-qlora,37.35,36.6,61.66,25.78,36.4,61.56,2.12,"💬 chat models (RLHF, DPO, IFT, ...)",?,Adapter,float16,True,apache-2.0,0.0,0.0,False,6c6f2246d4db07605b714f956f5e48878049b7b6,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dball/zephyr-tiny-sft-qlora-quantized-2,https://huggingface.co/dball/zephyr-tiny-sft-qlora-quantized-2,https://huggingface.co/datasets/open-llm-leaderboard/details_dball__zephyr-tiny-sft-qlora-quantized-2,35.53,33.19,58.58,25.21,35.82,58.8,1.59,🔶 fine-tuned on domain-specific datasets,?,Adapter,4bit,True,apache-2.0,0.0,0.0,False,effd86f3284e6472f1a865a208ee68900e9f7318,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dddsaty/FusionNet_7Bx2_MoE_Ko_DPO_Adapter_Attach,https://huggingface.co/dddsaty/FusionNet_7Bx2_MoE_Ko_DPO_Adapter_Attach,https://huggingface.co/datasets/open-llm-leaderboard/details_dddsaty__FusionNet_7Bx2_MoE_Ko_DPO_Adapter_Attach,76.09,73.89,88.94,65.03,71.24,87.61,69.83,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,Original,float16,True,mit,12.0,0.0,False,0c9f2823a900408cf3c70c532288f89e452067f7,True,False,,,,,,,,,,,,,,,,,,,True,True,True
dddsaty/Merge_Sakura_Solar,https://huggingface.co/dddsaty/Merge_Sakura_Solar,https://huggingface.co/datasets/open-llm-leaderboard/details_dddsaty__Merge_Sakura_Solar,74.03,70.73,88.51,66.03,72.21,82.72,63.99,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,True,cc-by-nc-sa-4.0,10.0,1.0,False,0cce8842b179e19e6faac936a8c44ea1ba05b6b9,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dddsaty/Open_Ko_SOLAR_DPO_Merge_v0.1,https://huggingface.co/dddsaty/Open_Ko_SOLAR_DPO_Merge_v0.1,https://huggingface.co/datasets/open-llm-leaderboard/details_dddsaty__Open_Ko_SOLAR_DPO_Merge_v0.1,55.41,55.12,78.18,54.19,40.17,75.69,29.11,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,True,apache-2.0,10.0,0.0,True,94acda37b62a5f19af558f921c06a296081b3e30,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dddsaty/SOLAR-Instruct-ko-Adapter-Attach,https://huggingface.co/dddsaty/SOLAR-Instruct-ko-Adapter-Attach,https://huggingface.co/datasets/open-llm-leaderboard/details_dddsaty__SOLAR-Instruct-ko-Adapter-Attach,74.11,71.08,88.2,66.09,71.51,83.5,64.29,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,True,cc-by-nc-4.0,10.0,0.0,False,c2519bf48d73f5751cfecfe2c4c796fbcb73c390,True,True,,,,,,,,,,,,,,,,,,,True,True,True
dddsaty/SOLAR_Merge_Adapter_DPO_Orca,https://huggingface.co/dddsaty/SOLAR_Merge_Adapter_DPO_Orca,https://huggingface.co/datasets/open-llm-leaderboard/details_dddsaty__SOLAR_Merge_Adapter_DPO_Orca,65.96,63.91,84.58,63.18,51.49,82.0,50.57,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,10.0,0.0,False,0d1d423bab515ce5aee7e7029f86cfabfc26b4d9,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ddyuudd/dolly-v2-3b,https://huggingface.co/ddyuudd/dolly-v2-3b,https://huggingface.co/datasets/open-llm-leaderboard/details_ddyuudd__dolly-v2-3b,37.46,39.68,65.04,25.09,33.8,59.12,2.05,🔶 fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,Original,float16,True,mit,2.0,0.0,False,84519fd8b688e7e1c122b5d9338c225a7ff2cadc,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ddyuudd/merge_dolly-v2-3b_dpo_test,https://huggingface.co/ddyuudd/merge_dolly-v2-3b_dpo_test,https://huggingface.co/datasets/open-llm-leaderboard/details_ddyuudd__merge_dolly-v2-3b_dpo_test,37.49,40.02,65.14,24.99,33.3,59.35,2.12,"💬 chat models (RLHF, DPO, IFT, ...)",GPTNeoXForCausalLM,Original,float16,True,mit,3.0,0.0,False,e624fdbb538362206af1b98400bf44bbc0247226,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ddyuudd/mistral_dmbr03_32_sig,https://huggingface.co/ddyuudd/mistral_dmbr03_32_sig,https://huggingface.co/datasets/open-llm-leaderboard/details_ddyuudd__mistral_dmbr03_32_sig,60.95,59.98,83.22,61.22,47.9,78.06,35.33,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,True,mit,7.0,0.0,True,860f9cde13943b70bbea7d54975148005efa1b0a,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ddyuudd/mistral_dmbr05_32_sig,https://huggingface.co/ddyuudd/mistral_dmbr05_32_sig,https://huggingface.co/datasets/open-llm-leaderboard/details_ddyuudd__mistral_dmbr05_32_sig,60.85,59.9,83.28,60.86,49.69,77.19,34.19,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,True,mit,7.0,0.0,True,c09c32edf2cfc817d3aeb010e5a43a530ad5cd62,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ddyuudd/mistral_dmbr10_32_sig,https://huggingface.co/ddyuudd/mistral_dmbr10_32_sig,https://huggingface.co/datasets/open-llm-leaderboard/details_ddyuudd__mistral_dmbr10_32_sig,60.43,58.62,82.57,61.35,44.34,77.9,37.83,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,True,mit,7.0,0.0,True,d028c5bfc34a205d9cb215bbf66371765408283d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ddyuudd/mistral_dmbr20_32_sig,https://huggingface.co/ddyuudd/mistral_dmbr20_32_sig,https://huggingface.co/datasets/open-llm-leaderboard/details_ddyuudd__mistral_dmbr20_32_sig,60.43,58.7,82.54,61.41,44.75,77.58,37.6,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,True,mit,7.0,0.0,True,2f6b2e47ddcde6ae6d7b690c2c2ff1d7be9d3e1b,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ddyuudd/mistral_kmmbr_32_sig,https://huggingface.co/ddyuudd/mistral_kmmbr_32_sig,https://huggingface.co/datasets/open-llm-leaderboard/details_ddyuudd__mistral_kmmbr_32_sig,60.78,58.96,82.84,61.39,46.2,77.74,37.53,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,True,mit,7.0,0.0,True,257fbb05778a72079d3ef3b881335c24bc37c3f7,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ddyuudd/mistral_mbr_32_sig,https://huggingface.co/ddyuudd/mistral_mbr_32_sig,https://huggingface.co/datasets/open-llm-leaderboard/details_ddyuudd__mistral_mbr_32_sig,60.79,59.64,83.1,61.43,46.31,78.14,36.09,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,True,mit,7.0,0.0,True,4dcd4403589a336c689164613576b83860f4602c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ddyuudd/mistral_nucleus09_32_sig,https://huggingface.co/ddyuudd/mistral_nucleus09_32_sig,https://huggingface.co/datasets/open-llm-leaderboard/details_ddyuudd__mistral_nucleus09_32_sig,60.93,59.73,83.14,61.42,46.37,78.06,36.85,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,True,mit,7.0,0.0,True,49774a1df696b8c8c539f615422518233d21675d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
decapoda-research/Adrastea-7b-v1.0-dpo,https://huggingface.co/decapoda-research/Adrastea-7b-v1.0-dpo,https://huggingface.co/datasets/open-llm-leaderboard/details_decapoda-research__Adrastea-7b-v1.0-dpo,66.59,63.31,82.3,62.26,53.1,76.56,62.02,🔶 fine-tuned on domain-specific datasets,?,Original,float16,True,apache-2.0,7.0,1.0,False,cf8ccdae24f5b008c2f29cacadd05dd58e95da54,True,True,,,,,,,,,,,,,,,,,,,True,True,True
decapoda-research/Antares-11b-v1,https://huggingface.co/decapoda-research/Antares-11b-v1,https://huggingface.co/datasets/open-llm-leaderboard/details_decapoda-research__Antares-11b-v1,68.24,64.51,84.85,65.96,52.84,82.95,58.3,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,10.0,2.0,True,f5bda513641d782ab5278e993eb3ba8c7799f1b6,True,True,,,,,,,,,,,,,,,,,,,True,True,True
decapoda-research/Antares-11b-v2,https://huggingface.co/decapoda-research/Antares-11b-v2,https://huggingface.co/datasets/open-llm-leaderboard/details_decapoda-research__Antares-11b-v2,70.94,69.03,87.54,66.19,59.17,83.19,60.5,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,cc-by-nc-4.0,10.0,3.0,True,f8a863749399d6a11898795bb485e721f42b6338,True,True,,,,,,,,,,,,,,,,,,,True,True,True
decem/Dionysus-Mistral-m3-v5,https://huggingface.co/decem/Dionysus-Mistral-m3-v5,https://huggingface.co/datasets/open-llm-leaderboard/details_decem__Dionysus-Mistral-m3-v5,63.14,59.56,80.99,61.18,50.93,75.14,51.02,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,cc-by-4.0,7.0,0.0,False,7c6a76f284740abd1b262b950aa59d72c65d39e0,True,True,,,,,,,,,,,,,,,,,,,True,True,True
